id,handle,title,fits_on,fits_on_year,fits_on_make,fits_on_model,fits_on_year_new,fits_on_make_new,fits_on_model_new,ymm_summary,parts_compartment,parts_floor,parts_shelve,parts_list,parts_box,parts_row,global_fits_on_make_new,global_fits_on_model_new,global_fits_on_year_new,MPN
,wp-300exc2023,300 EXC 2023,"{""KTM"":{""300 EXC"":[""2023""]}}",2023,KTM,300 EXC,,,,KTM 300 (EXC) 2023-2023,,,,,,,,,,F7403W7
,wp-300excsd2023,300 EXC Six Days 2023,"{""KTM"":{""300 EXC SIX DAYS"":[""2023""]}}",2023,KTM,300 EXC SIX DAYS,,,,KTM 300 (EXC) 2023-2023,,,,,,,,,,7487W2_CFMOTO
,wp-300exctpi2018,300 EXC TPI 2018,"{""KTM"":{""300 EXC TPI"":[""2018""]}}",2018,KTM,300 EXC TPI,,,,KTM 300 (EXC) 2018-2018,,,,,,,,,,F7403R7
,wp-300se-rfactory2015,Sherco 300 SE-R Factory 2015,,,,,,,,,,,,,,,,,,300SE-RFACTORY2015
,wp-300se-rfactory2016,Sherco 300 SE-R Factory 2016,,,,,,,,,,,,,,,,,,300SE-RFACTORY2016
,wp-300sef-r2015,Sherco 300 SEF-R 2015,,,,,,,,,,,,,,,,,,300SEF-R2015
,wp-300sef-r2016,Sherco 300 SEF-R 2016,,,,,,,,,,,,,,,,,,300SEF-R2016
,wp-300sef2015,Sherco 300 SEF 2015,,,,,,,,,,,,,,,,,,300SEF2015
,wp-300sef2016,Sherco 300 SEF 2016,,,,,,,,,,,,,,,,,,300SEF2016
,wp-300sefr2017,Sherco 300 SEF-R 2017,,,,,,,,,,,,,,,,,,300SEFR2017
,wp-300sefr2018,Sherco 300 SEF-R 2018,,,,,,,,,,,,,,,,,,300SEFR2018
,wp-300sefr2019,Sherco 300 SEF-R 2019,,,,,,,,,,,,,,,,,,300SEFR2019
,wp-300sefr2020,Sherco 300 SEF-R 2020,,,,,,,,,,,,,,,,,,300SEFR2020
,wp-300ser2017,Sherco 300 SE-R 2017,,,,,,,,,,,,,,,,,,300SER2017
,wp-300ser2018,Sherco 300 SE-R 2018,,,,,,,,,,,,,,,,,,300SER2018
,wp-300ser2019,Sherco 300 SE-R 2019,,,,,,,,,,,,,,,,,,300SER2019
,wp-300ser2020,Sherco 300 SE-R 2020,,,,,,,,,,,,,,,,,,300SER2020
,wp-300xc-w2017,300 XC-W 2017,"{""KTM"":{""300 XC-W"":[""2017""]}}",2017,KTM,300 XC-W,,,,KTM 300 (XC) 2017-2017,,,,,,,,,,F7401Q3
,wp-300xc2017,300 XC 2017,"{""KTM"":{""300 XC"":[""2017""]}}",2017,KTM,300 XC,,,,KTM 300 (XC) 2017-2017,,,,,,,,,,F6401Q5
,wp-300xcwsixdays2017,300 XC-W Six Days 2017,"{""KTM"":{""300 XC-W SIX DAYS"":[""2017""]}}",2017,KTM,300 XC-W SIX DAYS,,,,KTM 300 (XC) 2017-2017,,,,,,,,,,F7401Q2
,wp-350exc-f2017,350 EXC-F 2017,"{""KTM"":{""350 EXC-F"":[""2017""]}}",2017,KTM,350 EXC-F,,,,KTM 350 (EXC) 2017-2017,,,,,,,,,,F8203Q9
,wp-350exc-f2018,350 EXC-F 2018,"{""KTM"":{""350 EXC-F"":[""2018""]}}",2018,KTM,350 EXC-F,,,,KTM 350 (EXC) 2018-2018,,,,,,,,,,F8203R9
,wp-350exc-f2019,350 EXC-F 2019,"{""KTM"":{""350 EXC-F"":[""2019""]}}",2019,KTM,350 EXC-F,,,,KTM 350 (EXC) 2019-2019,,,,,,,,,,F8203S9
,wp-350exc-fsd2017,350 EXC-F Six Days 2017,"{""KTM"":{""350 EXC-F SIX DAYS"":[""2017""]}}",2017,KTM,350 EXC-F SIX DAYS,,,,KTM 350 (EXC) 2017-2017,,,,,,,,,,F8203Q2
,wp-350exc-fsd2019,350 EXC-F Six Days 2019,"{""KTM"":{""350 EXC-F SIX DAYS"":[""2019""]}}",2019,KTM,350 EXC-F SIX DAYS,,,,KTM 350 (EXC) 2019-2019,,,,,,,,,,F8203S2
,wp-350exc-fsixdays2018,350 EXC-F SIX DAYS 2018,"{""KTM"":{""350 EXC-F SIX DAYS"":[""2018""]}}",2018,KTM,350 EXC-F SIX DAYS,,,,KTM 350 (EXC) 2018-2018,,,,,,,,,,F8203R2
,wp-350excf2012,350 EXC-F 2012,"{""KTM"":{""350 EXC-F"":[""2012""]}}",2012,KTM,350 EXC-F,,,,KTM 350 (EXC) 2012-2012,,,,,,,,,,8203L9
,wp-350excf2015,350 EXC-F 2015,"{""KTM"":{""350 EXC-F"":[""2015""]}}",2015,KTM,350 EXC-F,,,,KTM 350 (EXC) 2015-2015,,,,,,,,,,F8203O9
,wp-350excf2016,350 EXC-F 2016,"{""KTM"":{""350 EXC-F"":[""2016""]}}",2016,KTM,350 EXC-F,,,,KTM 350 (EXC) 2016-2016,,,,,,,,,,F8203P9
,wp-350excf2020,350 EXC-F 2020,"{""KTM"":{""350 EXC-F"":[""2020""]}}",2020,KTM,350 EXC-F,,,,KTM 350 (EXC) 2020-2020,,,,,,,,,,F8203T9
,wp-350excf2021,350 EXC-F 2021,"{""KTM"":{""350 EXC-F"":[""2021""]}}",2021,KTM,350 EXC-F,,,,KTM 350 (EXC) 2021-2021,,,,,,,,,,F8203U9
,wp-350excf2023,350 EXC-F 2023,"{""KTM"":{""350 EXC-F"":[""2023""]}}",2023,KTM,350 EXC-F,,,,KTM 350 (EXC) 2023-2023,,,,,,,,,,F8203W9
,wp-350excfsd2020,350 EXC-F Six Days 2020,"{""KTM"":{""350 EXC-F SIX DAYS"":[""2020""]}}",2020,KTM,350 EXC-F SIX DAYS,,,,KTM 350 (EXC) 2020-2020,,,,,,,,,,F8203T2
,wp-350excfsd2021,350 EXC-F Six Days 2021,"{""KTM"":{""350 EXC-F SIX DAYS"":[""2021""]}}",2021,KTM,350 EXC-F SIX DAYS,,,,KTM 350 (EXC) 2021-2021,,,,,,,,,,F8203U2
,wp-350excfsd2023,350 EXC-F Six Days 2023,"{""KTM"":{""350 EXC-F SIX DAYS"":[""2023""]}}",2023,KTM,350 EXC-F SIX DAYS,,,,KTM 350 (EXC) 2023-2023,,,,,,,,,,8287W2_CFMOTO
,wp-350sx-f2017,350 SX-F 2017,"{""KTM"":{""350 SX-F"":[""2017""]}}",2017,KTM,350 SX-F,,,,KTM 350 (SX) 2017-2017,,,,,,,,,,F8201Q5
,wp-350sx-f2018,350 SX-F 2018,"{""KTM"":{""350 SX-F"":[""2018""]}}",2018,KTM,350 SX-F,,,,KTM 350 (SX) 2018-2018,,,,,,,,,,F8201R5
,wp-350sx-f2019,350 SX-F 2019,"{""KTM"":{""350 SX-F"":[""2019""]}}",2019,KTM,350 SX-F,,,,KTM 350 (SX) 2019-2019,,,,,,,,,,F8201S5
,wp-350sx-f2020,350 SX-F 2020,"{""KTM"":{""350 SX-F"":[""2020""]}}",2020,KTM,350 SX-F,,,,KTM 350 (SX) 2020-2020,,,,,,,,,,F8201T5
,wp-350sxf2015,350 SX-F 2015,"{""KTM"":{""350 SX-F"":[""2015""]}}",2015,KTM,350 SX-F,,,,KTM 350 (SX) 2015-2015,,,,,,,,,,F8201O5
,wp-350sxf2016,350 SX-F 2016,"{""KTM"":{""350 SX-F"":[""2016""]}}",2016,KTM,350 SX-F,,,,KTM 350 (SX) 2016-2016,,,,,,,,,,F8201P5
,wp-350sxf2021,350 SX-F 2021,"{""KTM"":{""350 SX-F"":[""2021""]}}",2021,KTM,350 SX-F,,,,KTM 350 (SX) 2021-2021,,,,,,,,,,F8201U5
,wp-350sxf2023,350 SX-F 2023,"{""KTM"":{""350 SX-F"":[""2023""]}}",2023,KTM,350 SX-F,,,,KTM 350 (SX) 2023-2023,,,,,,,,,,F8201W5
,wp-350sxf2027,350 SX-F 2027,"{""KTM"":{""350 SX-F"":[""2027""]}}",2027,KTM,350 SX-F,,,,KTM 350 (SX) 2027-2027,,,,,,,,,,F8201527
,wp-350xc-f2017,350 XC-F 2017,"{""KTM"":{""350 XC-F"":[""2017""]}}",2017,KTM,350 XC-F,,,,KTM 350 (XCF) 2017-2017,,,,,,,,,,F8201Q0
,wp-390adventure2020,390 Adventure 2020,"{""KTM"":{""390 ADVENTURE"":[""2020""]}}",2020,KTM,390 ADVENTURE,,,,KTM 390 (STREET) 2020-2020,,,,,,,,,,F5303T5
,wp-390adventure2021,390 Adventure 2021,"{""KTM"":{""390 ADVENTURE"":[""2021""]}}",2021,KTM,390 ADVENTURE,,,,KTM 390 (STREET) 2021-2021,,,,,,,,,,F5303U5
,wp-390adventure2022,390 Adventure 2022,"{""KTM"":{""390 ADVENTURE"":[""2022""]}}",2022,KTM,390 ADVENTURE,,,,KTM 390 (STREET) 2022-2022,,,,,,,,,,F5303V5
,wp-390adventurer2026,390 Adventure R 2026,"{""KTM"":{""390 ADVENTURE R"":[""2026""]}}",2026,KTM,390 ADVENTURE R,,,,KTM 390 (STREET) 2026-2026,,,,,,,,,,F5302ZG
,wp-390adventurex2026,390 Adventure X 2026,"{""KTM"":{""390 ADVENTURE X"":[""2026""]}}",2026,KTM,390 ADVENTURE X,,,,KTM 390 (STREET) 2026-2026,,,,,,,,,,F5302ZJ
,wp-390duke2017,390 DUKE 2017,"{""KTM"":{""390 DUKE"":[""2017""]}}",2017,KTM,390 DUKE,,,,KTM 390 (STREET) 2017-2017,,,,,,,,,,F4303Q1
,wp-390duke2018,390 Duke 2018,"{""KTM"":{""390 DUKE"":[""2018""]}}",2018,KTM,390 DUKE,,,,KTM 390 (STREET) 2018-2018,,,,,,,,,,F4303R1
,wp-390duke2019,390 Duke 2019,"{""KTM"":{""390 DUKE"":[""2019""]}}",2019,KTM,390 DUKE,,,,KTM 390 (STREET) 2019-2019,,,,,,,,,,F4303S1
,wp-390duke2021,390 Duke 2021,"{""KTM"":{""390 DUKE"":[""2021""]}}",2021,KTM,390 DUKE,,,,KTM 390 (STREET) 2021-2021,,,,,,,,,,F4303U1
,wp-390duke2022,390 Duke 2022,"{""KTM"":{""390 DUKE"":[""2022""]}}",2022,KTM,390 DUKE,,,,KTM 390 (STREET) 2022-2022,,,,,,,,,,F4303V1
,wp-390duke2023,390 Duke 2023,"{""KTM"":{""390 DUKE"":[""2023""]}}",2023,KTM,390 DUKE,,,,KTM 390 (STREET) 2023-2023,,,,,,,,,,F4303W1
,wp-390duke2025,390 Duke 2025,"{""KTM"":{""390 DUKE"":[""2025""]}}",2025,KTM,390 DUKE,,,,KTM 390 (STREET) 2025-2025,,,,,,,,,,00JP1D1T
,wp-390duke2026,390 Duke 2026,"{""KTM"":{""390 DUKE"":[""2026""]}}",2026,KTM,390 DUKE,,,,KTM 390 (STREET) 2026-2026,,,,,,,,,,F4302Z3
,wp-390enduror2026,390 Enduro R 2026,"{""KTM"":{""390 ENDURO R"":[""2026""]}}",2026,KTM,390 ENDURO R,,,,KTM 390 (ENDURO) 2026-2026,,,,,,,,,,F5302Z5
,wp-390smcr2026,390 SMC R 2026,"{""KTM"":{""390 SMC R"":[""2026""]}}",2026,KTM,390 SMC R,,,,KTM 390 (STREET) 2026-2026,,,,,,,,,,F5302Z6
,wp-450exc-f2017,450 EXC-F 2017,"{""KTM"":{""450 EXC-F"":[""2017""]}}",2017,KTM,450 EXC-F,,,,KTM 450 (EXC) 2017-2017,,,,,,,,,,F8403Q9
,wp-450exc-f2018,450 EXC-F 2018,"{""KTM"":{""450 EXC-F"":[""2018""]}}",2018,KTM,450 EXC-F,,,,KTM 450 (EXC) 2018-2018,,,,,,,,,,F8403R9
,wp-450exc-f2019,450 EXC-F 2019,"{""KTM"":{""450 EXC-F"":[""2019""]}}",2019,KTM,450 EXC-F,,,,KTM 450 (EXC) 2019-2019,,,,,,,,,,F8403S9
,wp-450exc-fsd2017,450 EXC-F Six Days 2017,"{""KTM"":{""450 EXC-F SIX DAYS"":[""2017""]}}",2017,KTM,450 EXC-F SIX DAYS,,,,KTM 450 (EXC) 2017-2017,,,,,,,,,,F8403Q2
,wp-450exc-fsd2019,450 EXC-F Six Days 2019,"{""KTM"":{""450 EXC-F SIX DAYS"":[""2019""]}}",2019,KTM,450 EXC-F SIX DAYS,,,,KTM 450 (EXC) 2019-2019,,,,,,,,,,F8403S2
,wp-450exc-fsixdays2018,450 EXC-F SIX DAYS 2018,"{""KTM"":{""450 EXC-F SIX DAYS"":[""2018""]}}",2018,KTM,450 EXC-F SIX DAYS,,,,KTM 450 (EXC) 2018-2018,,,,,,,,,,F8403R2
,wp-450exc2012,450 EXC 2012,"{""KTM"":{""450 EXC"":[""2012""]}}",2012,KTM,450 EXC,,,,KTM 450 (EXC) 2012-2012,,,,,,,,,,8403L9
,wp-450exc2015,450 EXC 2015,"{""KTM"":{""450 EXC"":[""2015""]}}",2015,KTM,450 EXC,,,,KTM 450 (EXC) 2015-2015,,,,,,,,,,F8403O9
,wp-450exc2016,450 EXC 2016,"{""KTM"":{""450 EXC"":[""2016""]}}",2016,KTM,450 EXC,,,,KTM 450 (EXC) 2016-2016,,,,,,,,,,F8403P9
,wp-450se2015,Sherco 450 SE 2015,,,,,,,,,,,,,,,,,,450SE2015
,wp-450se2016,Sherco 450 SE 2016,,,,,,,,,,,,,,,,,,450SE2016
,wp-450sefr2017,Sherco 450 SEF-R 2017,,,,,,,,,,,,,,,,,,450SEFR2017
,wp-450sefr2018,Sherco 450 SEF-R 2018,,,,,,,,,,,,,,,,,,450SEFR2018
,wp-450sefr2019,Sherco 450 SEF-R 2019,,,,,,,,,,,,,,,,,,450SEFR2019
,wp-450sefr2020,Sherco 450 SEF-R 2020,,,,,,,,,,,,,,,,,,450SEFR2020
,wp-450sx-f2017,450 SX-F 2017,"{""KTM"":{""450 SX-F"":[""2017""]}}",2017,KTM,450 SX-F,,,,KTM 450 (SX) 2017-2017,,,,,,,,,,F8401Q5
,wp-450sx-f2018,450 SX-F 2018,"{""KTM"":{""450 SX-F"":[""2018""]}}",2018,KTM,450 SX-F,,,,KTM 450 (SX) 2018-2018,,,,,,,,,,F8401R5
,wp-450sx-f2019,450 SX-F 2019,"{""KTM"":{""450 SX-F"":[""2019""]}}",2019,KTM,450 SX-F,,,,KTM 450 (SX) 2019-2019,,,,,,,,,,F8401S5
,wp-450sx-f2020,450 SX-F 2020,"{""KTM"":{""450 SX-F"":[""2020""]}}",2020,KTM,450 SX-F,,,,KTM 450 (SX) 2020-2020,,,,,,,,,,F8401T5
,wp-450sxf2015,450 SX-F 2015,"{""KTM"":{""450 SX-F"":[""2015""]}}",2015,KTM,450 SX-F,,,,KTM 450 (SX) 2015-2015,,,,,,,,,,F8401O5
,wp-450sxf2016,450 SX-F 2016,"{""KTM"":{""450 SX-F"":[""2016""]}}",2016,KTM,450 SX-F,,,,KTM 450 (SX) 2016-2016,,,,,,,,,,F8401P5
,wp-450sxf2021,450 SX-F 2021,"{""KTM"":{""450 SX-F"":[""2021""]}}",2021,KTM,450 SX-F,,,,KTM 450 (SX) 2021-2021,,,,,,,,,,F8401U5
,wp-450sxf2023,450 SX-F 2023,"{""KTM"":{""450 SX-F"":[""2023""]}}",2023,KTM,450 SX-F,,,,KTM 450 (SX) 2023-2023,,,,,,,,,,F8401W5
,wp-450sxf2027,450 SX-F 2027,"{""KTM"":{""450 SX-F"":[""2027""]}}",2027,KTM,450 SX-F,,,,KTM 450 (SX) 2027-2027,,,,,,,,,,F8401527
,wp-450xcf2017,450 XC-F 2017,"{""KTM"":{""450 XC-F"":[""2017""]}}",2017,KTM,450 XC-F,,,,KTM 450 (XCF) 2017-2017,,,,,,,,,,F8401Q0
,wp-500exc-f2017,500 EXC-F 2017,"{""KTM"":{""500 EXC-F"":[""2017""]}}",2017,KTM,500 EXC-F,,,,KTM 500 (EXC) 2017-2017,,,,,,,,,,F8503Q9
,wp-500exc-f2018,500 EXC-F 2018,"{""KTM"":{""500 EXC-F"":[""2018""]}}",2018,KTM,500 EXC-F,,,,KTM 500 (EXC) 2018-2018,,,,,,,,,,F8503R9
,wp-500exc-f2019,500 EXC-F 2019,"{""KTM"":{""500 EXC-F"":[""2019""]}}",2019,KTM,500 EXC-F,,,,KTM 500 (EXC) 2019-2019,,,,,,,,,,F8503S9
,wp-500exc-fsd2017,500 EXC-F Six Days 2017,"{""KTM"":{""500 EXC-F SIX DAYS"":[""2017""]}}",2017,KTM,500 EXC-F SIX DAYS,,,,KTM 500 (EXC) 2017-2017,,,,,,,,,,F8503Q2
,wp-500exc2012,500 EXC 2012,"{""KTM"":{""500 EXC"":[""2012""]}}",2012,KTM,500 EXC,,,,KTM 500 (EXC) 2012-2012,,,,,,,,,,8503L9
,wp-500exc2015,500 EXC 2015,"{""KTM"":{""500 EXC"":[""2015""]}}",2015,KTM,500 EXC,,,,KTM 500 (EXC) 2015-2015,,,,,,,,,,F8503O9
,wp-500exc2016,500 EXC 2016,"{""KTM"":{""500 EXC"":[""2016""]}}",2016,KTM,500 EXC,,,,KTM 500 (EXC) 2016-2016,,,,,,,,,,F8503P9
,wp-500excf2020,500 EXC-F 2020,"{""KTM"":{""500 EXC-F"":[""2020""]}}",2020,KTM,500 EXC-F,,,,KTM 500 (EXC) 2020-2020,,,,,,,,,,F8503T9
,wp-500excf2021,500 EXC-F 2021,"{""KTM"":{""500 EXC-F"":[""2021""]}}",2021,KTM,500 EXC-F,,,,KTM 500 (EXC) 2021-2021,,,,,,,,,,F8503U9
,wp-500excf2023,500 EXC-F 2023,"{""KTM"":{""500 EXC-F"":[""2023""]}}",2023,KTM,500 EXC-F,,,,KTM 500 (EXC) 2023-2023,,,,,,,,,,F8503W9
,wp-500excfsd2020,500 EXC-F Six Days 2020,"{""KTM"":{""500 EXC-F SIX DAYS"":[""2020""]}}",2020,KTM,500 EXC-F SIX DAYS,,,,KTM 500 (EXC) 2020-2020,,,,,,,,,,F8503T2
,wp-500excfsd2021,500 EXC-F Six Days 2021,"{""KTM"":{""500 EXC-F SIX DAYS"":[""2021""]}}",2021,KTM,500 EXC-F SIX DAYS,,,,KTM 500 (EXC) 2021-2021,,,,,,,,,,F8503U2
,wp-500excfsd2023,500 EXC-F Six Days 2023,"{""KTM"":{""500 EXC-F SIX DAYS"":[""2023""]}}",2023,KTM,500 EXC-F SIX DAYS,,,,KTM 500 (EXC) 2023-2023,,,,,,,,,,F8503W2
,wp-500excsd2016,500 EXC Six Days 2016,"{""KTM"":{""500 EXC SIX DAYS"":[""2016""]}}",2016,KTM,500 EXC SIX DAYS,,,,KTM 500 (EXC) 2016-2016,,,,,,,,,,F8503P2
,wp-690duker2013,690 Duke R 2013,"{""KTM"":{""690 DUKE R"":[""2013""]}}",2013,KTM,690 DUKE R,,,,KTM 690 (STREET) 2013-2013,,,,,,,,,,F9703M1
,wp-690duker2014,690 Duke R 2014,"{""KTM"":{""690 DUKE R"":[""2014""]}}",2014,KTM,690 DUKE R,,,,KTM 690 (STREET) 2014-2014,,,,,,,,,,F9703N1
,wp-690duker2015,690 Duke R 2015,"{""KTM"":{""690 DUKE R"":[""2015""]}}",2015,KTM,690 DUKE R,,,,KTM 690 (STREET) 2015-2015,,,,,,,,,,F9703O1
,wp-690duker2016,690 Duke R 2016,"{""KTM"":{""690 DUKE R"":[""2016""]}}",2016,KTM,690 DUKE R,,,,KTM 690 (STREET) 2016-2016,,,,,,,,,,F9703P1
,wp-690enduror2012,690 Enduro R 2012,"{""KTM"":{""690 ENDURO R"":[""2012""]}}",2012,KTM,690 ENDURO R,,,,KTM 690 (ENDURO) 2012-2012,,,,,,,,,,9703L8
,wp-690enduror2013,690 Enduro R 2013,"{""KTM"":{""690 ENDURO R"":[""2013""]}}",2013,KTM,690 ENDURO R,,,,KTM 690 (ENDURO) 2013-2013,,,,,,,,,,F9703M8
,wp-690enduror2014,690 Enduro R 2014,"{""KTM"":{""690 ENDURO R"":[""2014""]}}",2014,KTM,690 ENDURO R,,,,KTM 690 (ENDURO) 2014-2014,,,,,,,,,,F9703N8
,wp-690enduror2015,690 Enduro R 2015,"{""KTM"":{""690 ENDURO R"":[""2015""]}}",2015,KTM,690 ENDURO R,,,,KTM 690 (ENDURO) 2015-2015,,,,,,,,,,F9703O8
,wp-690enduror2016,690 Enduro R 2016,"{""KTM"":{""690 ENDURO R"":[""2016""]}}",2016,KTM,690 ENDURO R,,,,KTM 690 (ENDURO) 2016-2016,,,,,,,,,,F9703P8
,wp-690enduror2019,690 Enduro R 2019,"{""KTM"":{""690 ENDURO R"":[""2019""]}}",2019,KTM,690 ENDURO R,,,,KTM 690 (ENDURO) 2019-2019,,,,,,,,,,F9703S8
,wp-690enduror2020,690 Enduro R 2020,"{""KTM"":{""690 ENDURO R"":[""2020""]}}",2020,KTM,690 ENDURO R,,,,KTM 690 (ENDURO) 2020-2020,,,,,,,,,,F9703T8
,wp-690enduror2023,690 Enduro R 2023,"{""KTM"":{""690 ENDURO R"":[""2023""]}}",2023,KTM,690 ENDURO R,,,,KTM 690 (ENDURO) 2023-2023,,,,,,,,,,F9703W8
,wp-690enduror2025,690 Enduro R 2025,"{""KTM"":{""690 ENDURO R"":[""2025""]}}",2025,KTM,690 ENDURO R,,,,KTM 690 (ENDURO) 2025-2025,,,,,,,,,,F9703Y8
,wp-690smcr2012,690 SMC R 2012,"{""KTM"":{""690 SMC R"":[""2012""]}}",2012,KTM,690 SMC R,,,,KTM 690 (STREET) 2012-2012,,,,,,,,,,9703L9
,wp-690smcr2013,690 SMC R 2013,"{""KTM"":{""690 SMC R"":[""2013""]}}",2013,KTM,690 SMC R,,,,KTM 690 (STREET) 2013-2013,,,,,,,,,,F9703M9
,wp-690smcr2014,690 SMC R 2014,"{""KTM"":{""690 SMC R"":[""2014""]}}",2014,KTM,690 SMC R,,,,KTM 690 (STREET) 2014-2014,,,,,,,,,,F9703N9
,wp-690smcr2015,690 SMC R 2015,"{""KTM"":{""690 SMC R"":[""2015""]}}",2015,KTM,690 SMC R,,,,KTM 690 (STREET) 2015-2015,,,,,,,,,,F9703O9
,wp-690smcr2019,690 SMC R 2019,"{""KTM"":{""690 SMC R"":[""2019""]}}",2019,KTM,690 SMC R,,,,KTM 690 (STREET) 2019-2019,,,,,,,,,,F9703S9
,wp-690smcr2023,690 SMC R 2023,"{""KTM"":{""690 SMC R"":[""2023""]}}",2023,KTM,690 SMC R,,,,KTM 690 (STREET) 2023-2023,,,,,,,,,,F9703W9
,wp-701enduro2019,701 Enduro 2019,"{""HUSQVARNA"":{""701 ENDURO"":[""2019""]}}",2019,HUSQVARNA,701 ENDURO,,,,HUSQVARNA 701 (ENDURO) 2019-2019,,,,,,,,,,F2603S1
,wp-701enduro2020,701 Enduro 2020,"{""HUSQVARNA"":{""701 ENDURO"":[""2020""]}}",2020,HUSQVARNA,701 ENDURO,,,,HUSQVARNA 701 (ENDURO) 2020-2020,,,,,,,,,,F2603T1
,wp-701enduro2021,701 Enduro 2021,"{""HUSQVARNA"":{""701 ENDURO"":[""2021""]}}",2021,HUSQVARNA,701 ENDURO,,,,HUSQVARNA 701 (ENDURO) 2021-2021,,,,,,,,,,F2603U1
,wp-701enduro2023,701 Enduro 2023,"{""HUSQVARNA"":{""701 ENDURO"":[""2023""]}}",2023,HUSQVARNA,701 ENDURO,,,,HUSQVARNA 701 (ENDURO) 2023-2023,,,,,,,,,,F2603W1
,wp-701enduro2025,701 Enduro 2025,"{""HUSQVARNA"":{""701 ENDURO"":[""2025""]}}",2025,HUSQVARNA,701 ENDURO,,,,HUSQVARNA 701 (ENDURO) 2025-2025,,,,,,,,,,F2603Y1
,wp-701endurolr2020,701 Enduro LR 2020,"{""HUSQVARNA"":{""701 ENDURO LR"":[""2020""]}}",2020,HUSQVARNA,701 ENDURO LR,,,,HUSQVARNA 701 (ENDURO) 2020-2020,,,,,,,,,,F2603T2
,wp-701supermoto2016,701 Supermoto 2016,"{""HUSQVARNA"":{""701 SUPERMOTO"":[""2016""]}}",2016,HUSQVARNA,701 SUPERMOTO,,,,HUSQVARNA 701 2016-2016,,,,,,,,,,F2603P3
,wp-701supermoto2017,701 Supermoto 2017,"{""HUSQVARNA"":{""701 SUPERMOTO"":[""2017""]}}",2017,HUSQVARNA,701 SUPERMOTO,,,,HUSQVARNA 701 2017-2017,,,,,,,,,,F2603Q3
,wp-701supermoto2023,701 Supermoto 2023,"{""HUSQVARNA"":{""701 SUPERMOTO"":[""2023""]}}",2023,HUSQVARNA,701 SUPERMOTO,,,,HUSQVARNA 701 2023-2023,,,,,,,,,,F2603W3
,wp-7103l2,125 EXC Six Days 2012,"{""KTM"":{""125 EXC SIX DAYS"":[""2012""]}}",2012,KTM,125 EXC SIX DAYS,,,,KTM 125 (EXC) 2012-2012,,,,,,,,,,7103L2
,wp-7103l6,125 EXC 2012,"{""KTM"":{""125 EXC"":[""2012""]}}",2012,KTM,125 EXC,,,,KTM 125 (EXC) 2012-2012,,,,,,,,,,7103L6
,wp-7303l2,250 EXC Six Days 2012,"{""KTM"":{""250 EXC SIX DAYS"":[""2012""]}}",2012,KTM,250 EXC SIX DAYS,,,,KTM 250 (EXC) 2012-2012,,,,,,,,,,7303L2
,wp-7403l2,300 EXC Six Days 2012,"{""KTM"":{""300 EXC SIX DAYS"":[""2012""]}}",2012,KTM,300 EXC SIX DAYS,,,,KTM 300 (EXC) 2012-2012,,,,,,,,,,7403L2
,wp-790adventure2021,790 Adventure 2021,"{""KTM"":{""790 ADVENTURE"":[""2021""]}}",2021,KTM,790 ADVENTURE,,,,KTM 790 (STREET) 2021-2021,,,,,,,,,,F9603U1
,wp-790adventure2023,790 Adventure 2023,"{""KTM"":{""790 ADVENTURE"":[""2023""]}}",2023,KTM,790 ADVENTURE,,,,KTM 790 (STREET) 2023-2023,,,,,,,,,,F9603W1
,wp-790adventure2026,790 Adventure 2026,"{""KTM"":{""790 ADVENTURE"":[""2026""]}}",2026,KTM,790 ADVENTURE,,,,KTM 790 (STREET) 2026-2026,,,,,,,,,,F9603Z1
,wp-790adventurer2019,790 Adventure R 2019,"{""KTM"":{""790 ADVENTURE R"":[""2019""]}}",2019,KTM,790 ADVENTURE R,,,,KTM 790 (STREET) 2019-2019,,,,,,,,,,F9603S3
,wp-790adventurer2020,790 Adventure R 2020,"{""KTM"":{""790 ADVENTURE R"":[""2020""]}}",2020,KTM,790 ADVENTURE R,,,,KTM 790 (STREET) 2020-2020,,,,,,,,,,F9603T3
,wp-790adventurer2021,790 Adventure R 2021,"{""KTM"":{""790 ADVENTURE R"":[""2021""]}}",2021,KTM,790 ADVENTURE R,,,,KTM 790 (STREET) 2021-2021,,,,,,,,,,F9642U3
,wp-790adventurerrally2020,790 Adventure R Rally 2020,"{""KTM"":{""790 ADVENTURE R RALLY"":[""2020""]}}",2020,KTM,790 ADVENTURE R RALLY,,,,KTM 790 (STREET) 2020-2020,,,,,,,,,,F9603T4
,wp-790adventures2019,790 Adventure 2019,"{""KTM"":{""790 ADVENTURE"":[""2019""]}}",2019,KTM,790 ADVENTURE,,,,KTM 790 (STREET) 2019-2019,,,,,,,,,,F9603S1
,wp-790duke2018,790 DUKE 2018,"{""KTM"":{""790 DUKE"":[""2018""]}}",2018,KTM,790 DUKE,,,,KTM 790 (STREET) 2018-2018,,,,,,,,,,F9603R5
,wp-790duke2019,790 Duke 2019,"{""KTM"":{""790 DUKE"":[""2019""]}}",2019,KTM,790 DUKE,,,,KTM 790 (STREET) 2019-2019,,,,,,,,,,F9603S5
,wp-790duke2020,790 Duke 2020,"{""KTM"":{""790 DUKE"":[""2020""]}}",2020,KTM,790 DUKE,,,,KTM 790 (STREET) 2020-2020,,,,,,,,,,F9603T5
