id,handle,title,fits_on,fits_on_year,fits_on_make,fits_on_model,fits_on_year_new,fits_on_make_new,fits_on_model_new,ymm_summary,parts_compartment,parts_floor,parts_shelve,parts_list,parts_box,parts_row,global_fits_on_make_new,global_fits_on_model_new,global_fits_on_year_new,MPN
,wp-fc4502027,FC 450 2027,"{""HUSQVARNA"":{""FC 450"":[""2027""]}}",2027,HUSQVARNA,FC 450,,,,HUSQVARNA — 2027-2027,,,,,,,,,,F2401527
,wp-fc450heritage2023,FC 450 Heritage 2023,"{""HUSQVARNA"":{""FC 450 HERITAGE"":[""2023""]}}",2023,HUSQVARNA,FC 450 HERITAGE,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2401W2
,wp-fe2502015,FE 250 2015,"{""HUSQVARNA"":{""FE 250"":[""2015""]}}",2015,HUSQVARNA,FE 250,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2103O4
,wp-fe2502016,FE 250 2016,"{""HUSQVARNA"":{""FE 250"":[""2016""]}}",2016,HUSQVARNA,FE 250,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2103P4
,wp-fe2502017,FE 250 2017,"{""HUSQVARNA"":{""FE 250"":[""2017""]}}",2017,HUSQVARNA,FE 250,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2103Q4
,wp-fe2502018,FE 250 2018,"{""HUSQVARNA"":{""FE 250"":[""2018""]}}",2018,HUSQVARNA,FE 250,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2103R4
,wp-fe2502019,FE 250 2019,"{""HUSQVARNA"":{""FE 250"":[""2019""]}}",2019,HUSQVARNA,FE 250,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2103S4
,wp-fe2502023,FE 250 2023,"{""HUSQVARNA"":{""FE 250"":[""2023""]}}",2023,HUSQVARNA,FE 250,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2103W4
,wp-fe3502015,FE 350 2015,"{""HUSQVARNA"":{""FE 350"":[""2015""]}}",2015,HUSQVARNA,FE 350,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2203O4
,wp-fe3502016,FE 350 2016,"{""HUSQVARNA"":{""FE 350"":[""2016""]}}",2016,HUSQVARNA,FE 350,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2203P4
,wp-fe3502017,FE 350 2017,"{""HUSQVARNA"":{""FE 350"":[""2017""]}}",2017,HUSQVARNA,FE 350,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2203Q4
,wp-fe3502018,FE 350 2018,"{""HUSQVARNA"":{""FE 350"":[""2018""]}}",2018,HUSQVARNA,FE 350,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2203R4
,wp-fe3502019,FE 350 2019,"{""HUSQVARNA"":{""FE 350"":[""2019""]}}",2019,HUSQVARNA,FE 350,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2203S4
,wp-fe3502020,FE 350 2020,"{""HUSQVARNA"":{""FE 350"":[""2020""]}}",2020,HUSQVARNA,FE 350,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2203T4
,wp-fe3502021,FE 350 2021,"{""HUSQVARNA"":{""FE 350"":[""2021""]}}",2021,HUSQVARNA,FE 350,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2203U4
,wp-fe3502023,FE 350 2023,"{""HUSQVARNA"":{""FE 350"":[""2023""]}}",2023,HUSQVARNA,FE 350,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2203W4
,wp-fe4502015,FE 450 2015,"{""HUSQVARNA"":{""FE 450"":[""2015""]}}",2015,HUSQVARNA,FE 450,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2303O4
,wp-fe4502016,FE 450 2016,"{""HUSQVARNA"":{""FE 450"":[""2016""]}}",2016,HUSQVARNA,FE 450,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2303P4
,wp-fe4502017,FE 450 2017,"{""HUSQVARNA"":{""FE 450"":[""2017""]}}",2017,HUSQVARNA,FE 450,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2303Q4
,wp-fe4502018,FE 450 2018,"{""HUSQVARNA"":{""FE 450"":[""2018""]}}",2018,HUSQVARNA,FE 450,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2303R4
,wp-fe4502019,FE 450 2019,"{""HUSQVARNA"":{""FE 450"":[""2019""]}}",2019,HUSQVARNA,FE 450,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2303S4
,wp-fe4502023,FE 450 2023,"{""HUSQVARNA"":{""FE 450"":[""2023""]}}",2023,HUSQVARNA,FE 450,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2303W4
,wp-fe5012015,FE 501 2015,"{""HUSQVARNA"":{""FE 501"":[""2015""]}}",2015,HUSQVARNA,FE 501,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2403O4
,wp-fe5012016,FE 501 2016,"{""HUSQVARNA"":{""FE 501"":[""2016""]}}",2016,HUSQVARNA,FE 501,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2403P4
,wp-fe5012017,FE 501 2017,"{""HUSQVARNA"":{""FE 501"":[""2017""]}}",2017,HUSQVARNA,FE 501,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2403Q4
,wp-fe5012018,FE 501 2018,"{""HUSQVARNA"":{""FE 501"":[""2018""]}}",2018,HUSQVARNA,FE 501,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2403R4
,wp-fe5012019,FE 501 2019,"{""HUSQVARNA"":{""FE 501"":[""2019""]}}",2019,HUSQVARNA,FE 501,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2403S4
,wp-fe5012020,FE 501 2020,"{""HUSQVARNA"":{""FE 501"":[""2020""]}}",2020,HUSQVARNA,FE 501,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2403T4
,wp-fe5012021,FE 501 2021,"{""HUSQVARNA"":{""FE 501"":[""2021""]}}",2021,HUSQVARNA,FE 501,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2403U4
,wp-fe5012023,FE 501 2023,"{""HUSQVARNA"":{""FE 501"":[""2023""]}}",2023,HUSQVARNA,FE 501,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2403W4
,wp-freeride250r2014,Freeride 250 R 2014,"{""KTM"":{""FREERIDE 250 R"":[""2014""]}}",2014,KTM,FREERIDE 250 R,,,,KTM — 2014-2014,,,,,,,,,,F7303N4
,wp-freeride250r2015,Freeride 250 R 2015,"{""KTM"":{""FREERIDE 250 R"":[""2015""]}}",2015,KTM,FREERIDE 250 R,,,,KTM — 2015-2015,,,,,,,,,,F7303O4
,wp-freeride250r2016,Freeride 250 R 2016,"{""KTM"":{""FREERIDE 250 R"":[""2016""]}}",2016,KTM,FREERIDE 250 R,,,,KTM — 2016-2016,,,,,,,,,,F7303P4
,wp-freeride250r2017,Freeride 250 R 2017,"{""KTM"":{""FREERIDE 250 R"":[""2017""]}}",2017,KTM,FREERIDE 250 R,,,,KTM — 2017-2017,,,,,,,,,,F7303Q4
,wp-freeride3502014,Freeride 350 2014,"{""KTM"":{""FREERIDE 350"":[""2014""]}}",2014,KTM,FREERIDE 350,,,,KTM — 2014-2014,,,,,,,,,,F8203N4
,wp-freeride3502015,Freeride 350 2015,"{""KTM"":{""FREERIDE 350"":[""2015""]}}",2015,KTM,FREERIDE 350,,,,KTM — 2015-2015,,,,,,,,,,F8203O4
,wp-freeride3502016,Freeride 350 2016,"{""KTM"":{""FREERIDE 350"":[""2016""]}}",2016,KTM,FREERIDE 350,,,,KTM — 2016-2016,,,,,,,,,,F8203P4
,wp-freeride3502017,Freeride 350 2017,"{""KTM"":{""FREERIDE 350"":[""2017""]}}",2017,KTM,FREERIDE 350,,,,KTM — 2017-2017,,,,,,,,,,F8203Q4
,wp-freeridee660w2027,FREERIDE E 660W 2027,"{""KTM"":{""FREERIDE E 660W"":[""2027""]}}",2027,KTM,FREERIDE E 660W,,,,KTM — 2027-2027,,,,,,,,,,F3003127
,wp-gsxr10002012,Suzuki GSX-R1000 2012,,,,,,,,,,,,,,,,,,GSXR10002012
,wp-gsxr10002013,Suzuki GSX-R1000 2013,,,,,,,,,,,,,,,,,,GSXR10002013
,wp-gsxr10002014,Suzuki GSX-R1000 2014,,,,,,,,,,,,,,,,,,GSXR10002014
,wp-gsxr10002015,Suzuki GSX-R1000 2015,,,,,,,,,,,,,,,,,,GSXR10002015
,wp-gsxr10002016,Suzuki GSX-R1000 2016,,,,,,,,,,,,,,,,,,GSXR10002016
,wp-gsxr10002017,Suzuki GSX-R1000 2017,,,,,,,,,,,,,,,,,,GSXR10002017
,wp-gsxr10002018,Suzuki GSX-R1000 2018,,,,,,,,,,,,,,,,,,GSXR10002018
,wp-gsxr10002019,Suzuki GSX-R1000 2019,,,,,,,,,,,,,,,,,,GSXR10002019
,wp-gsxr10002020,Suzuki GSX-R1000 2020,,,,,,,,,,,,,,,,,,GSXR10002020
,wp-gsxr10002022,Suzuki GSX-R1000 2022,,,,,,,,,,,,,,,,,,GSXR10002022
,wp-gsxr1000r2017,Suzuki GSX-R1000R 2017,,,,,,,,,,,,,,,,,,GSXR1000R2017
,wp-gsxr1000r2018,Suzuki GSX-R1000R 2018,,,,,,,,,,,,,,,,,,GSXR1000R2018
,wp-gsxr1000r2019,Suzuki GSX-R1000R 2019,,,,,,,,,,,,,,,,,,GSXR1000R2019
,wp-gsxr1000r2022,Suzuki GSX-R1000R 2022,,,,,,,,,,,,,,,,,,GSXR1000R2022
,wp-gsxr1000rr2020,Suzuki GSX-R1000R 2020,,,,,,,,,,,,,,,,,,GSXR1000RR2020
,wp-gsxr6002012,Suzuki GSX-R600 2012,,,,,,,,,,,,,,,,,,GSXR6002012
,wp-gsxr6002013,Suzuki GSX-R600 2013,,,,,,,,,,,,,,,,,,GSXR6002013
,wp-gsxr6002014,Suzuki GSX-R600 2014,,,,,,,,,,,,,,,,,,GSXR6002014
,wp-gsxr6002015,Suzuki GSX-R600 2015,,,,,,,,,,,,,,,,,,GSXR6002015
,wp-gsxr6002016,Suzuki GSX-R600 2016,,,,,,,,,,,,,,,,,,GSXR6002016
,wp-gsxr6002017,Suzuki GSX-R600 2017,,,,,,,,,,,,,,,,,,GSXR6002017
,wp-gsxr6002018,Suzuki GSX-R600 2018,,,,,,,,,,,,,,,,,,GSXR6002018
,wp-gsxr7502012,Suzuki GSX-R750 2012,,,,,,,,,,,,,,,,,,GSXR7502012
,wp-gsxr7502013,Suzuki GSX-R750 2013,,,,,,,,,,,,,,,,,,GSXR7502013
,wp-gsxr7502014,Suzuki GSX-R750 2014,,,,,,,,,,,,,,,,,,GSXR7502014
,wp-gsxr7502015,Suzuki GSX-R750 2015,,,,,,,,,,,,,,,,,,GSXR7502015
,wp-kx10rr2016,Kawasaki ZX-10RR 2016,,,,,,,,,,,,,,,,,,KX10RR2016
,wp-kx250f2016,Kawasaki KX 250 2016,,,,,,,,,,,,,,,,,,KX250F2016
,wp-kx250f2019,Kawasaki KX 250 2019,,,,,,,,,,,,,,,,,,KX250F2019
,wp-kx250f2020,Kawasaki KX 250 2020,,,,,,,,,,,,,,,,,,KX250F2020
,wp-kx250f2022,Kawasaki KX 250 2022,,,,,,,,,,,,,,,,,,KX250F2022
,wp-kx250f2024,Kawasaki KX 250 2024,,,,,,,,,,,,,,,,,,KX250F2024
,wp-kx250f2025,Kawasaki KX 250 2025,,,,,,,,,,,,,,,,,,KX250F2025
,wp-kx450f2018,Kawasaki KX 450 2018,,,,,,,,,,,,,,,,,,KX450F2018
,wp-kx450f2019,Kawasaki KX 450 2019,,,,,,,,,,,,,,,,,,KX450F2019
,wp-kx450f2020,Kawasaki KX 450 2020,,,,,,,,,,,,,,,,,,KX450F2020
,wp-kx450f2021,Kawasaki KX 450 2021,,,,,,,,,,,,,,,,,,KX450F2021
,wp-kx450f2022,Kawasaki KX 450 2022,,,,,,,,,,,,,,,,,,KX450F2022
,wp-kx450f2023,Kawasaki KX 450 2023,,,,,,,,,,,,,,,,,,KX450F2023
,wp-kxf2502015,Kawasaki KX 250 2015,,,,,,,,,,,,,,,,,,KXF2502015
,wp-kxf2502017,Kawasaki KX 250 2017,,,,,,,,,,,,,,,,,,KXF2502017
,wp-kxf2502018,Kawasaki KX 250 2018,,,,,,,,,,,,,,,,,,KXF2502018
,wp-kxf4502015,Kawasaki KX 450 2015,,,,,,,,,,,,,,,,,,KXF4502015
,wp-kxf4502016,Kawasaki KX 450 2016,,,,,,,,,,,,,,,,,,KXF4502016
,wp-kxf4502017,Kawasaki KX 450 2017,,,,,,,,,,,,,,,,,,KXF4502017
,wp-mc250f2023,MC 250F 2023,"{""GASGAS"":{""MC 250F"":[""2023""]}}",2023,GASGAS,MC 250F,,,,GASGAS — 2023-2023,,,,,,,,,,F0201W5
,wp-mt092017,Yamaha MT-09 2017,,,,,,,,,,,,,,,,,,MT092017
,wp-mt092018,Yamaha MT-09 2018,,,,,,,,,,,,,,,,,,MT092018
,wp-mt092019,Yamaha MT-09 2019,,,,,,,,,,,,,,,,,,MT092019
,wp-mt092020,Yamaha MT-09 2020,,,,,,,,,,,,,,,,,,MT092020
,wp-mt092021,Yamaha MT-09 2021,,,,,,,,,,,,,,,,,,MT092021
,wp-mt09sp2018,Yamaha MT-09 SP 2018,,,,,,,,,,,,,,,,,,MT09SP2018
,wp-mt09sp2019,Yamaha MT-09 SP 2019,,,,,,,,,,,,,,,,,,MT09SP2019
,wp-norden9012022,Norden 901 2022,"{""HUSQVARNA"":{""NORDEN 901"":[""2022""]}}",2022,HUSQVARNA,NORDEN 901,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2803V1
,wp-norden9012023,Norden 901 2023,"{""HUSQVARNA"":{""NORDEN 901"":[""2023""]}}",2023,HUSQVARNA,NORDEN 901,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2803W1
,wp-norden9012024,Norden 901 2024,"{""HUSQVARNA"":{""NORDEN 901"":[""2024""]}}",2024,HUSQVARNA,NORDEN 901,,,,HUSQVARNA — 2024-2024,,,,,,,,,,F2803X1
,wp-norden9012026,Norden 901 2026,"{""HUSQVARNA"":{""NORDEN 901"":[""2026""]}}",2026,HUSQVARNA,NORDEN 901,,,,HUSQVARNA — 2026-2026,,,,,,,,,,F2803Z1
,wp-norden901exp2024,Norden 901 Expedition 2024,"{""HUSQVARNA"":{""NORDEN 901 EXPEDITION"":[""2024""]}}",2024,HUSQVARNA,NORDEN 901 EXPEDITION,,,,HUSQVARNA — 2024-2024,,,,,,,,,,F2803X2
,wp-norden901exp2026,Norden 901 Expedition 2026,"{""HUSQVARNA"":{""NORDEN 901 EXPEDITION"":[""2026""]}}",2026,HUSQVARNA,NORDEN 901 EXPEDITION,,,,HUSQVARNA — 2026-2026,,,,,,,,,,F2803Z2
,wp-rmz2502015,Suzuki RM-Z250 2015,,,,,,,,,,,,,,,,,,RMZ2502015
,wp-rmz2502016,Suzuki RM-Z250 2016,,,,,,,,,,,,,,,,,,RMZ2502016
,wp-rmz2502017,Suzuki RM-Z250 2017,,,,,,,,,,,,,,,,,,RMZ2502017
,wp-rmz2502018,$M-SUZUKIRMZ2502018,,,,,,,,,,,,,,,,,,RMZ2502018
,wp-rmz2502019,Suzuki RM-Z250 2019,,,,,,,,,,,,,,,,,,RMZ2502019
,wp-rmz2502020,Suzuki RM-Z 250 2020,,,,,,,,,,,,,,,,,,RMZ2502020
,wp-rmz2502021,Suzuki RM-Z 250 2021,,,,,,,,,,,,,,,,,,RMZ2502021
,wp-rmz2502022,Suzuki RM-Z 250 2022,,,,,,,,,,,,,,,,,,RMZ2502022
,wp-rmz4502015,Suzuki RM-Z450 2015,,,,,,,,,,,,,,,,,,RMZ4502015
,wp-rmz4502016,Suzuki RM-Z450 2016,,,,,,,,,,,,,,,,,,RMZ4502016
,wp-rmz4502017,Suzuki RM-Z450 2017,,,,,,,,,,,,,,,,,,RMZ4502017
,wp-rmz4502018,Suzuki RM-Z450 2018,,,,,,,,,,,,,,,,,,RMZ4502018
,wp-rmz4502019,Suzuki RM-Z450 2019,,,,,,,,,,,,,,,,,,RMZ4502019
,wp-rmz4502020,Suzuki RM-Z 450 2020,,,,,,,,,,,,,,,,,,RMZ4502020
,wp-rmz4502021,Suzuki RM-Z 450 2021,,,,,,,,,,,,,,,,,,RMZ4502021
,wp-rmz4502022,Suzuki RM-Z 450 2022,,,,,,,,,,,,,,,,,,RMZ4502022
,wp-rr2t2502015,Beta RR 2T 250 2015,,,,,,,,,,,,,,,,,,RR2T2502015
,wp-rr2t2502016,Beta RR 2T 250 2016,,,,,,,,,,,,,,,,,,RR2T2502016
,wp-rr2t2502017,Beta RR 2T 250 2017,,,,,,,,,,,,,,,,,,RR2T2502017
,wp-rr2t2502018,$M-BETARR2T2502018,,,,,,,,,,,,,,,,,,RR2T2502018
,wp-rr2t2502019,Beta RR 2T 250 2019,,,,,,,,,,,,,,,,,,RR2T2502019
,wp-rr2t3002015,Beta RR 2T 300 2015,,,,,,,,,,,,,,,,,,RR2T3002015
,wp-rr2t3002016,Beta RR 2T 300 2016,,,,,,,,,,,,,,,,,,RR2T3002016
,wp-rr2t3002018,$M-BETARR2T3002018,,,,,,,,,,,,,,,,,,RR2T3002018
,wp-rr2t3002019,Beta RR 2T 300 2019,,,,,,,,,,,,,,,,,,RR2T3002019
,wp-rr4t3502015,Beta RR 4T 350 2015,,,,,,,,,,,,,,,,,,RR4T3502015
,wp-rr4t3502016,Beta RR 4T 350 2016,,,,,,,,,,,,,,,,,,RR4T3502016
,wp-rr4t3502018,$M-BETARR4T3502018,,,,,,,,,,,,,,,,,,RR4T3502018
,wp-rr4t3502019,Beta RR 4T 350 2019,,,,,,,,,,,,,,,,,,RR4T3502019
,wp-rr4t3902015,Beta RR 4T 390 2015,,,,,,,,,,,,,,,,,,RR4T3902015
,wp-rr4t3902016,Beta RR 4T 390 2016,,,,,,,,,,,,,,,,,,RR4T3902016
,wp-rr4t3902018,$M-BETARR4T3902018,,,,,,,,,,,,,,,,,,RR4T3902018
,wp-rr4t3902019,Beta RR 4T 390 2019,,,,,,,,,,,,,,,,,,RR4T3902019
,wp-rr4t4302018,$M-BETARR4T4302018,,,,,,,,,,,,,,,,,,RR4T4302018
,wp-rr4t4302019,Beta RR 4T 430 2019,,,,,,,,,,,,,,,,,,RR4T4302019
,wp-rr4t4502015,Beta RR 4T 430 2015,,,,,,,,,,,,,,,,,,RR4T4502015
,wp-rr4t4502016,Beta RR 4T 430 2016,,,,,,,,,,,,,,,,,,RR4T4502016
,wp-rr4t4802015,Beta RR 4T 480 2015,,,,,,,,,,,,,,,,,,RR4T4802015
,wp-rr4t4802016,Beta RR 4T 480 2016,,,,,,,,,,,,,,,,,,RR4T4802016
,wp-rr4t4802018,$M-BETARR4T4802018,,,,,,,,,,,,,,,,,,RR4T4802018
,wp-rr4t4802019,Beta RR 4T 480 2019,,,,,,,,,,,,,,,,,,RR4T4802019
,wp-s1000r2021,BMW S 1000 R 2021,,,,,,,,,,,,,,,,,,S1000R2021
,wp-s1000r2022,BMW S 1000 R 2022,,,,,,,,,,,,,,,,,,S1000R2022
,wp-s1000r2024,BMW S 1000 R 2024,,,,,,,,,,,,,,,,,,S1000R2024
,wp-s1000rr2011,BMW S 1000 RR 2011,,,,,,,,,,,,,,,,,,S1000RR2011
,wp-s1000rr2012,BMW S 1000 RR 2012,,,,,,,,,,,,,,,,,,S1000RR2012
,wp-s1000rr2013,BMW S 1000 RR 2013,,,,,,,,,,,,,,,,,,S1000RR2013
,wp-s1000rr2014,BMW S 1000 RR 2014,,,,,,,,,,,,,,,,,,S1000RR2014
,wp-s1000rr2015,BMW S 1000 RR 2015,,,,,,,,,,,,,,,,,,S1000RR2015
,wp-s1000rr2016,BMW S 1000 RR 2016,,,,,,,,,,,,,,,,,,S1000RR2016
,wp-s1000rr2017,BMW S 1000 RR 2017,,,,,,,,,,,,,,,,,,S1000RR2017
,wp-s1000rr2018,BMW S 1000 RR 2018,,,,,,,,,,,,,,,,,,S1000RR2018
,wp-s1000rr2019,BMW S 1000 RR 2019,,,,,,,,,,,,,,,,,,S1000RR2019
,wp-s1000rr2020,BMW S 1000 RR 2020,,,,,,,,,,,,,,,,,,S1000RR2020
,wp-s1000rr2021,BMW S 1000 RR 2021,,,,,,,,,,,,,,,,,,S1000RR2021
,wp-s1000rr2022,BMW S 1000 RR 2022,,,,,,,,,,,,,,,,,,S1000RR2022
,wp-s1000rr2024,BMW S 1000 RR 2024,,,,,,,,,,,,,,,,,,S1000RR2024
,wp-svartpilen1252021,Svartpilen 125 2021,"{""HUSQVARNA"":{""SVARTPILEN 125"":[""2021""]}}",2021,HUSQVARNA,SVARTPILEN 125,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F1003U5
,wp-svartpilen1252023,Svartpilen 125 2023,"{""HUSQVARNA"":{""SVARTPILEN 125"":[""2023""]}}",2023,HUSQVARNA,SVARTPILEN 125,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F1003W5
,wp-svartpilen2002021,Svartpilen 200 2021,"{""HUSQVARNA"":{""SVARTPILEN 200"":[""2021""]}}",2021,HUSQVARNA,SVARTPILEN 200,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F1103U5
,wp-svartpilen2002023,Svartpilen 200 2023,"{""HUSQVARNA"":{""SVARTPILEN 200"":[""2023""]}}",2023,HUSQVARNA,SVARTPILEN 200,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F1103W5
,wp-svartpilen2502021,Svartpilen 250 2021,"{""HUSQVARNA"":{""SVARTPILEN 250"":[""2021""]}}",2021,HUSQVARNA,SVARTPILEN 250,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F1203U5
,wp-svartpilen2502023,Svartpilen 250 2023,"{""HUSQVARNA"":{""SVARTPILEN 250"":[""2023""]}}",2023,HUSQVARNA,SVARTPILEN 250,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F1203W5
,wp-svartpilen4012021,Svartpilen 401 2021,"{""HUSQVARNA"":{""SVARTPILEN 401"":[""2021""]}}",2021,HUSQVARNA,SVARTPILEN 401,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F1303U5
,wp-svartpilen4012023,Svartpilen 401 2023,"{""HUSQVARNA"":{""SVARTPILEN 401"":[""2023""]}}",2023,HUSQVARNA,SVARTPILEN 401,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F1303W5
,wp-te1252015,TE 125 2015,"{""HUSQVARNA"":{""TE 125"":[""2015""]}}",2015,HUSQVARNA,TE 125,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2103O8
,wp-te1252016,TE 125 2016,"{""HUSQVARNA"":{""TE 125"":[""2016""]}}",2016,HUSQVARNA,TE 125,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2103P8
,wp-te1502023,TE 150 2023,"{""HUSQVARNA"":{""TE 150"":[""2023""]}}",2023,HUSQVARNA,TE 150,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2103W9
,wp-te150i2020,TE 150i 2020,"{""HUSQVARNA"":{""TE 150I"":[""2020""]}}",2020,HUSQVARNA,TE 150I,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2103T9
,wp-te150i2021,TE 150i 2021,"{""HUSQVARNA"":{""TE 150I"":[""2021""]}}",2021,HUSQVARNA,TE 150I,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2103U9
,wp-te2502015,TE 250 2015,"{""HUSQVARNA"":{""TE 250"":[""2015""]}}",2015,HUSQVARNA,TE 250,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2303O8
,wp-te2502016,TE 250 2016,"{""HUSQVARNA"":{""TE 250"":[""2016""]}}",2016,HUSQVARNA,TE 250,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2303P8
,wp-te2502017,TE 250 2017,"{""HUSQVARNA"":{""TE 250"":[""2017""]}}",2017,HUSQVARNA,TE 250,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2303Q8
,wp-te2502018,TE 250 2018,"{""HUSQVARNA"":{""TE 250"":[""2018""]}}",2018,HUSQVARNA,TE 250,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2360R8
,wp-te2502019,TE 250 2019,"{""HUSQVARNA"":{""TE 250"":[""2019""]}}",2019,HUSQVARNA,TE 250,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2360S8
,wp-te2502023,TE 250 2023,"{""HUSQVARNA"":{""TE 250"":[""2023""]}}",2023,HUSQVARNA,TE 250,,,,HUSQVARNA — 2023-2023,,,,,,,,,,2387W7_CFMOTO
,wp-te250i2018,TE 250i 2018,"{""HUSQVARNA"":{""TE 250I"":[""2018""]}}",2018,HUSQVARNA,TE 250I,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2303R7
,wp-te250i2019,TE 250i 2019,"{""HUSQVARNA"":{""TE 250I"":[""2019""]}}",2019,HUSQVARNA,TE 250I,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2303S7
,wp-te250i2020,TE 250i 2020,"{""HUSQVARNA"":{""TE 250I"":[""2020""]}}",2020,HUSQVARNA,TE 250I,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2303T7
,wp-te250i2021,TE 250i 2021,"{""HUSQVARNA"":{""TE 250I"":[""2021""]}}",2021,HUSQVARNA,TE 250I,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2303U7
,wp-te3002015,TE 300 2015,"{""HUSQVARNA"":{""TE 300"":[""2015""]}}",2015,HUSQVARNA,TE 300,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2403O8
,wp-te3002016,TE 300 2016,"{""HUSQVARNA"":{""TE 300"":[""2016""]}}",2016,HUSQVARNA,TE 300,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2403P8
,wp-te3002017,TE 300 2017,"{""HUSQVARNA"":{""TE 300"":[""2017""]}}",2017,HUSQVARNA,TE 300,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2403Q8
,wp-te3002018,TE 300 2018,"{""HUSQVARNA"":{""TE 300"":[""2018""]}}",2018,HUSQVARNA,TE 300,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2460R8
,wp-te3002019,TE 300 2019,"{""HUSQVARNA"":{""TE 300"":[""2019""]}}",2019,HUSQVARNA,TE 300,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2460S8
,wp-te3002023,TE 300 2023,"{""HUSQVARNA"":{""TE 300"":[""2023""]}}",2023,HUSQVARNA,TE 300,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2403W7
,wp-te300i2019,TE 300i 2019,"{""HUSQVARNA"":{""TE 300I"":[""2019""]}}",2019,HUSQVARNA,TE 300I,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2403S7
,wp-te300i2020,TE 300i 2020,"{""HUSQVARNA"":{""TE 300I"":[""2020""]}}",2020,HUSQVARNA,TE 300I,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2403T7
,wp-te300i2021,TE 300i 2021,"{""HUSQVARNA"":{""TE 300I"":[""2021""]}}",2021,HUSQVARNA,TE 300I,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2403U7
,wp-te300ijarvisedition2021,TE 300i Rockstar Edition 2021,"{""HUSQVARNA"":{""TE 300I ROCKSTAR EDITION"":[""2021""]}}",2021,HUSQVARNA,TE 300I ROCKSTAR EDITION,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2403U8
,wp-tracer9002017,Yamaha Tracer 900 2017,,,,,,,,,,,,,,,,,,TRACER9002017
,wp-tracer9002018,Yamaha Tracer 900 2018,,,,,,,,,,,,,,,,,,TRACER9002018
,wp-tracer9002019,Yamaha Tracer 900 2019,,,,,,,,,,,,,,,,,,TRACER9002019
